41240	1
42118	1
91114	1
42125	1
42124	2
92130	1
11105	1
82204	1
51235	1
81216	2
31111	1
41102	2
21234	1
41231	2
51236	1
31107	2
32236	2
21120	1
62110	1
62114	2
52135	2
91126	2
71116	1
22101	2
62217	2
12116	1
81130	2
52108	1
22127	1
52207	1
52122	1
72134	2
42237	1
72209	2
12124	1
51113	2
71119	2
62214	2
31203	1
12235	2
51224	1
21235	1
92237	2
92211	1
32111	1
92235	2
22103	2
71123	2
42112	2
51111	1
12105	2
81237	1
32128	1
21229	2
61127	2
92231	2
41208	2
82108	1
51125	1
71136	2
82226	2
71108	2
61206	1
51230	2
21233	1
42137	2
61132	1
61137	2
41122	1
62228	2
11128	1
41205	1
11125	2
92104	1
52208	1
11116	2
12123	2
22110	2
12219	2
12205	2
12228	2
11130	1
71220	2
11109	1
82232	2
82139	1
61226	1
91209	1
62104	1
91104	2
91124	1
41103	1
82136	1
31220	2
91101	2
91218	1
31217	2
11102	1
32113	1
42110	2
12121	1
71226	1
61106	1
21208	2
42220	1
61208	2
22137	1
11219	1
41133	1
92204	2
61109	1
71104	2
21201	2
42103	1
31204	1
32107	2
42235	1
42218	2
22212	1
81132	1
62202	1
82116	1
62209	2
11129	1
32212	1
82237	1
42225	1
92112	2
51126	1
12107	1
42228	2
51106	2
62238	1
92101	1
92136	2
71115	1
91135	1
91234	2
11237	2
31116	2
72212	2
42101	2
92129	1
12239	1
72120	1
72237	1
41226	1
92111	1
12127	1
62125	1
41233	1
51205	1
41118	2
31109	1
11108	2
61112	1
21121	2
22119	2
11204	2
42211	2
51211	2
42206	1
92117	2
81218	2
32139	2
21206	1
32132	1
81119	2
92110	1
52212	1
61239	1
51112	1
91222	1
71209	1
41120	2
12229	1
11136	1
11110	1
61227	1
32232	2
52117	2
81205	2
72114	1
91108	2
41111	2
52238	2
11225	2
32203	2
22232	1
11127	2
41221	2
21226	1
71203	1
81225	2
12216	2
51208	2
92138	1
31201	2
82134	2
82215	2
31232	1
41117	2
52220	2
91123	1
42204	1
32119	1
52113	2
52240	1
22239	1
61133	1
72112	1
41213	2
21104	2
61123	2
82107	2
41237	2
52222	1
72201	2
41128	2
82123	1
31202	1
91229	1
41209	2
12140	2
42240	2
62102	1
62235	1
32124	2
81137	2
21112	2
22202	1
72221	2
11115	1
51221	1
72126	1
31133	1
22205	2
62230	1
22116	1
42121	1
31134	2
11112	2
71110	2
32204	2
71213	2
31112	1
82212	1
11221	1
11217	1
42217	2
31223	1
11203	2
71102	1
91137	1
91212	2
21113	1
22236	1
92118	2
81138	2
11133	2
52131	1
82137	2
71134	2
41203	1
11126	1
52201	1
51105	2
21236	1
82114	2
51135	2
21109	2
71131	2
71222	2
51216	2
81233	2
42205	1
32221	1
81201	2
22126	1
31105	1
81106	1
61236	1
72207	2
72218	1
22118	1
22112	2
71204	2
22102	2
42215	2
21223	2
52219	1
72116	2
32230	2
82214	1
51107	2
81131	1
22218	2
41121	2
62222	1
32126	1
42120	1
81222	2
91205	1
82240	1
61104	2
62136	1
92221	2
51237	2
21124	2
12131	2
71107	1
42208	2
91133	2
61213	2
21227	2
92209	2
62117	2
72137	2
71231	1
92134	1
82122	1
71234	2
31231	1
71138	2
92139	1
92223	1
51239	2
71227	1
92220	2
22125	1
91224	2
21131	2
72132	2
92114	2
31140	1
11238	1
41114	1
72111	1
32214	2
92238	1
52223	1
12236	1
21238	2
32140	1
82104	2
72233	2
52224	2
71126	1
52203	1
41206	2
42202	2
91210	1
81229	2
51128	2
41219	1
31227	2
82235	2
22115	2
12203	2
62232	2
12207	1
11208	1
71201	2
62234	1
52239	1
32129	1
72124	2
91136	1
21221	1
71221	2
81213	1
32122	1
92119	1
51228	1
22223	1
52209	1
71129	1
91201	1
72140	2
32208	2
81139	2
21222	2
41238	2
22136	1
22130	2
22113	1
12134	1
22123	2
51138	1
12209	2
61231	2
21225	1
61125	1
82121	1
62231	2
51115	1
81114	1
21122	2
92212	2
81115	1
31118	1
42102	2
32103	2
62105	2
82102	2
32109	1
12135	1
82110	1
52138	2
21108	1
31129	2
61237	2
42122	1
32223	2
22138	2
72110	2
61119	1
72225	2
52106	2
22208	1
32219	1
21202	1
22209	2
81118	1
52136	2
71111	1
32229	1
81230	2
91132	1
32120	2
92217	2
72216	2
11211	2
32130	2
42114	2
62213	1
92225	2
62224	2
12108	1
92215	2
41212	2
52126	1
52132	1
31211	1
41112	1
71224	2
11233	1
92123	2
32102	1
61230	1
31110	1
91131	1
51227	2
81231	2
52109	2
92128	1
62227	1
41123	2
62211	2
91110	2
61122	2
32101	1
12138	2
62219	2
71211	1
42219	1
21210	2
52140	1
42209	1
31229	1
32118	1
62107	2
21129	1
52128	2
41234	2
71121	1
62134	2
82138	2
62216	2
21232	1
11230	1
32239	2
72214	2
41135	1
91122	2
32211	2
42232	2
81204	2
22135	2
82105	1
81129	1
61203	2
62127	1
32205	1
42130	1
11122	1
71113	2
92236	1
91117	2
82119	2
51110	2
81116	1
92234	1
21111	2
82117	1
11101	1
92125	1
52123	2
22227	2
91115	1
41119	1
41216	2
71223	1
41107	2
91239	2
81219	2
91236	1
31127	1
72127	2
51213	2
21137	2
92116	1
72217	1
32216	1
81203	1
42106	2
91213	2
81207	2
42133	1
52102	1
31122	2
62212	1
21102	1
91238	1
11114	2
81236	2
11224	1
92106	2
71120	2
72103	2
91225	1
32209	1
21105	2
62132	2
42128	2
31119	1
71206	1
82231	1
52229	2
71137	2
91233	1
72118	1
92205	2
51102	2
22129	1
52105	1
81107	1
41214	2
81210	1
61136	2
31117	1
92108	2
32105	1
61218	1
42113	1
61235	2
61110	1
61205	1
52213	1
12136	1
42234	2
91216	1
51232	2
91127	2
72238	2
22217	1
62204	2
92122	2
82132	2
82228	1
71235	1
21231	1
91219	2
61138	2
61224	2
81117	1
92135	1
61240	1
52233	1
91203	1
31214	2
32207	1
81124	2
31237	1
81122	1
31206	2
91207	1
91103	2
42239	2
81112	1
62120	2
52230	2
82222	2
32115	2
92233	1
61222	1
42132	1
52134	2
11202	2
92203	2
72226	2
61229	2
72128	2
61101	1
61210	2
62131	2
12133	1
72113	1
31131	1
41220	1
31132	2
31234	2
11121	1
31208	1
92232	2
81215	2
61103	2
32217	1
71125	2
72107	1
51122	1
51140	2
72208	1
92224	2
22105	1
61126	1
22219	1
91125	2
51206	2
41101	2
42216	1
82103	1
51117	2
12126	1
32133	2
11123	1
21211	2
31210	2
41131	1
61139	2
81240	2
72123	2
92210	1
92132	1
41236	1
91230	2
81126	1
51108	1
62129	2
42229	1
31139	1
31104	1
92206	2
92230	1
62123	2
12210	2
31209	2
42223	1
61204	1
21128	2
62118	1
92107	1
32108	1
41210	1
32220	2
22204	2
62208	1
81120	2
71109	1
41110	1
41224	2
12234	2
91206	1
21239	1
11223	1
61201	1
72202	2
41239	2
21214	2
71114	2
82206	1
62119	2
71139	1
31226	2
32138	1
42224	2
51124	2
81125	2
32134	1
11231	1
61108	2
72219	1
52218	1
82131	1
21118	1
72102	1
82229	1
12202	1
52119	2
81223	2
91105	1
82223	1
51223	2
71140	2
51217	2
81206	1
22104	2
51136	1
91202	2
41201	1
82126	2
62101	1
22140	2
81221	2
11213	1
32131	2
61124	2
51101	1
31121	1
32218	2
82221	1
52228	2
81214	1
52204	2
92133	2
12120	1
21204	2
81103	2
52216	2
52211	1
22225	1
72136	1
22201	1
91227	2
12218	1
22214	1
71205	1
82230	1
51204	2
32125	1
42227	1
71106	1
22237	2
41140	2
31130	2
92216	1
82113	2
41136	2
42104	2
12231	2
32136	2
61223	2
12122	1
72205	1
31219	1
52121	1
61207	2
81123	2
41227	2
22210	2
42140	1
72122	1
92239	2
82213	1
51114	1
22234	1
12225	2
52227	2
81232	2
82140	1
71239	2
62223	2
61234	1
31120	2
22226	1
12222	2
12230	2
21130	2
91215	1
61228	1
51129	2
42117	2
62210	1
22109	1
81202	1
12217	2
52139	2
52124	1
61140	2
12220	2
22203	2
71229	1
72224	1
22120	1
91140	2
72101	2
41115	1
82202	2
12117	1
11113	2
51127	2
72239	2
51103	1
11135	2
41207	2
12213	2
71216	1
12125	1
32116	2
41218	2
12114	2
21115	1
42119	1
92218	2
11132	1
72220	2
32135	2
71237	1
92105	1
72104	1
72223	1
81111	2
11107	2
42221	1
62233	1
62220	2
42105	2
22124	1
12109	2
82128	1
91112	1
12224	1
12212	1
51132	1
41113	2
81238	2
21125	1
21116	2
21217	2
21123	2
22117	1
61238	1
21136	2
11119	2
22206	1
91221	1
72117	1
72204	2
81104	1
61215	2
11227	2
42139	1
11118	1
91231	2
71228	2
31101	2
71122	2
82233	2
51218	1
32121	2
82236	1
52133	1
31128	2
12232	1
12111	1
72133	1
82127	2
81234	1
42213	1
51202	2
61129	2
31235	1
51212	2
51233	2
42212	2
42138	2
82211	1
31224	1
51137	2
11220	2
91226	1
12139	1
92109	1
71215	2
41126	1
71212	2
21224	2
81140	1
32240	1
41105	2
71127	1
12128	1
92214	2
91128	2
32110	2
81235	1
12102	2
91223	1
91130	1
52125	2
61219	1
11106	1
52232	1
62207	1
71207	1
71230	2
72210	2
91237	2
12206	2
12221	1
51130	1
52235	2
52101	1
61115	1
22107	2
11229	2
21138	2
32222	1
81226	1
42134	2
62215	2
31213	2
41108	2
21228	1
32238	2
42131	1
62139	1
32202	2
51226	1
82209	2
62138	1
82205	2
82120	2
21240	1
51131	2
32224	1
22132	2
12132	1
22221	1
72235	1
32104	2
52202	2
12214	2
71118	2
31239	2
81102	2
82210	2
91240	2
72211	2
51207	2
42222	1
52231	2
71101	1
12215	2
31238	1
31215	1
32231	2
32106	2
71208	1
52112	1
32237	1
31240	2
12115	1
11236	1
31135	2
71214	2
12119	2
81224	1
22231	2
71238	2
72131	1
82106	1
62108	2
21219	2
32127	2
21126	1
11120	1
21103	2
62111	1
51123	2
41225	1
22224	1
91134	2
51214	1
81220	1
32123	2
91211	1
22122	2
32137	2
11214	2
22133	2
31124	2
11212	2
22121	1
11239	2
82220	1
22108	1
12110	2
21220	1
72232	2
21215	2
62137	1
91109	2
92240	2
91220	1
82218	2
32234	1
62130	1
22213	1
62133	2
41106	1
31113	2
82133	1
22114	1
12223	2
51240	2
61117	1
61220	2
22111	2
21203	1
41125	2
61217	2
11140	1
31207	2
51231	2
52120	2
61105	1
12238	1
51209	1
91235	1
22229	2
32225	1
41109	1
42107	2
22228	2
42115	1
51225	2
11104	1
42233	2
21140	1
91111	2
31106	1
92140	2
11209	1
82124	2
52234	1
51139	2
32227	1
42230	2
61102	2
82115	1
82238	1
52137	1
81121	2
72230	2
71217	1
41230	2
61113	2
62201	2
91106	1
21237	1
11111	1
21114	1
62237	1
71112	1
42201	2
21132	1
51133	1
92202	1
72228	1
61221	2
71233	2
92121	1
62240	2
42129	2
31114	2
62206	1
42207	2
22134	2
11131	2
81228	2
41204	1
81108	1
11228	1
72215	2
82219	2
72213	1
61225	1
41130	2
91116	1
31108	2
61134	2
11235	1
31230	1
32226	2
31212	1
31125	2
11138	1
31102	2
21135	1
41134	1
11240	1
72231	2
62218	1
11139	2
12101	1
42203	2
42109	1
52225	1
71202	1
12211	2
91228	1
32112	1
92226	1
52237	2
61114	2
22216	1
71128	1
52115	1
31228	2
72203	2
61107	1
72119	2
31233	1
52130	2
91208	2
62226	1
21218	1
72129	2
42135	2
52210	1
82217	1
92137	1
22131	2
51109	1
31222	2
81105	2
51215	2
31236	1
91118	2
11117	1
91129	2
81134	2
52127	1
12240	1
42126	1
81212	1
22230	1
11124	2
52214	1
71117	2
62115	2
81109	1
12226	1
11201	2
11205	2
91121	1
41138	1
72135	1
52129	1
21212	1
51219	2
81211	1
51220	2
61135	2
92126	2
42127	2
11234	2
61131	2
11222	1
92207	1
92219	2
31205	1
31218	1
41222	1
41215	2
51203	1
51104	1
52221	2
41137	2
52205	1
41235	2
81113	2
91204	1
92127	1
52104	2
21133	2
12103	2
92115	2
91214	2
12106	2
12227	1
42210	2
91113	1
91139	2
62106	2
81208	2
22215	1
62229	2
51118	1
62236	1
92103	1
61130	1
62109	1
41139	2
91107	1
42111	2
61128	2
71219	2
61211	1
71225	2
12201	2
91120	1
52217	2
82135	1
12112	2
51210	2
11218	2
22139	2
61232	2
32201	2
31138	1
62128	1
91232	2
72138	1
32228	1
11216	1
11103	1
21106	2
31221	1
32117	2
72222	2
61111	1
62121	2
11210	2
82208	2
52110	2
51116	2
71218	2
41104	1
52114	1
82203	2
81239	1
71130	1
72125	2
92131	1
52111	1
92222	2
52118	1
62203	2
32215	2
82239	2
71240	2
22238	1
21117	1
61121	2
92113	1
71135	2
41132	1
61118	1
62116	2
82234	1
81227	1
32235	2
52103	1
21139	2
31103	2
11206	1
72206	1
12130	1
22220	1
72236	1
11207	2
61233	1
22222	1
72240	2
52226	2
42226	2
21205	2
42108	2
41217	2
81217	2
51201	2
32233	2
62124	1
21209	2
31123	1
81101	1
82225	2
82112	1
11226	1
52206	2
11215	1
81209	1
61212	1
12118	1
92213	2
31115	2
21216	2
92102	2
51234	1
92208	2
22128	1
12137	1
22233	1
81128	2
91102	2
82130	1
12113	1
92120	1
41211	2
62225	1
21213	2
61209	2
72234	2
82216	1
71124	1
81135	1
31225	1
51120	1
21127	1
11134	1
91119	2
41124	2
51121	1
41129	1
42231	2
82111	1
41232	2
61214	2
71103	1
32206	1
61216	2
72106	2
72109	1
71210	1
21119	2
72115	2
62140	2
91217	2
12129	1
72121	2
62112	1
42116	1
61120	2
31136	1
31126	1
21107	1
82201	2
22207	2
51229	1
41127	2
62221	2
21101	2
62205	2
21134	1
42214	2
11232	2
51238	1
62122	2
32213	1
72229	1
32210	2
42136	1
22240	1
71236	2
41202	2
62103	1
31137	2
52116	2
82125	2
72139	2
71132	2
82207	1
72105	1
42123	2
62135	2
92229	1
41229	2
41116	2
22106	2
41223	2
21230	1
52215	1
72227	1
52107	2
92227	1
82227	2
92228	2
92124	2
82118	1
81127	1
51134	1
21207	1
32114	2
81133	1
72130	2
62239	1
81136	1
71232	1
12237	1
61116	2
82224	1
62126	1
12204	1
11137	1
62113	1
22235	1
12208	1
82109	2
42238	1
92201	1
82129	2
82101	2
22211	2
51119	2
12104	1
52236	1
91138	1
71105	1
51222	1
12233	2
72108	2
71133	2
41228	1
21110	1
31216	1
81110	2
61202	2
42236	2
